gene,uniprot,oid,version,panel,synapse_id,filename
CEP290,O15078,OID31287,v1,Oncology_II,syn52359517,CEP290_O15078_OID31287_v1_Oncology_II.tar
CEP350,Q5VT06,OID31247,v1,Oncology_II,syn52356683,CEP350_Q5VT06_OID31247_v1_Oncology_II.tar
CEP43,O95684,OID20084,v1,Cardiometabolic,syn51476731,CEP43_O95684_OID20084_v1_Cardiometabolic.tar
CEP85,Q6P2H3,OID21241,v1,Oncology,syn51476318,CEP85_Q6P2H3_OID21241_v1_Oncology.tar
CERT,Q9Y5P4,OID20857,v1,Neurology,syn51496246,CERT_Q9Y5P4_OID20857_v1_Neurology.tar
CES1,P23141,OID20244,v1,Cardiometabolic,syn51475891,CES1_P23141_OID20244_v1_Cardiometabolic.tar
CES2,O00748,OID21366,v1,Oncology,syn51475777,CES2_O00748_OID21366_v1_Oncology.tar
CES3,Q6UWW8,OID21340,v1,Oncology,syn51496104,CES3_Q6UWW8_OID21340_v1_Oncology.tar
CETN2,P41208,OID20836,v1,Neurology,syn51476643,CETN2_P41208_OID20836_v1_Neurology.tar
CETN3,O15182,OID31525,v1,Oncology_II,syn52355955,CETN3_O15182_OID31525_v1_Oncology_II.tar
CFB,P00751,OID30755,v1,Inflammation_II,syn52356458,CFB_P00751_OID30755_v1_Inflammation_II.tar
CFC1,P0CG37,OID21261,v1,Oncology,syn51495950,CFC1_P0CG37_OID21261_v1_Oncology.tar
CFD,P00746,OID30738,v1,Inflammation_II,syn52359247,CFD_P00746_OID30738_v1_Inflammation_II.tar
CFH,P08603,OID30790,v1,Inflammation_II,syn52355553,CFH_P08603_OID30790_v1_Inflammation_II.tar
CFHR2,P36980,OID30720,v1,Inflammation_II,syn52359278,CFHR2_P36980_OID30720_v1_Inflammation_II.tar
CFHR4,Q92496,OID30758,v1,Inflammation_II,syn52356767,CFHR4_Q92496_OID30758_v1_Inflammation_II.tar
CFHR5,Q9BXR6,OID30716,v1,Inflammation_II,syn52356885,CFHR5_Q9BXR6_OID30716_v1_Inflammation_II.tar
CFI,P05156,OID30772,v1,Inflammation_II,syn52331425,CFI_P05156_OID30772_v1_Inflammation_II.tar
CFP,P27918,OID30784,v1,Inflammation_II,syn52333731,CFP_P27918_OID30784_v1_Inflammation_II.tar
CGA,P01215,OID21069,v1,Neurology,syn51482401,CGA_P01215_OID21069_v1_Neurology.tar
CGB3_CGB5_CGB8,P0DN86,OID30671,v1,Inflammation_II,syn52358171,CGB3_CGB5_CGB8_P0DN86_OID30671_v1_Inflammation_II.tar
CGN,Q9P2M7,OID30894,v1,Neurology_II,syn52355713,CGN_Q9P2M7_OID30894_v1_Neurology_II.tar
CGREF1,Q99674,OID20152,v1,Cardiometabolic,syn51476054,CGREF1_Q99674_OID20152_v1_Cardiometabolic.tar
CHAC2,Q8WUX2,OID21230,v1,Oncology,syn51475961,CHAC2_Q8WUX2_OID21230_v1_Oncology.tar
CHAD,O15335,OID30660,v1,Inflammation_II,syn52355528,CHAD_O15335_OID30660_v1_Inflammation_II.tar
CHCHD10,Q8WYQ3,OID31116,v1,Neurology_II,syn52355440,CHCHD10_Q8WYQ3_OID31116_v1_Neurology_II.tar
CHCHD6,Q9BRQ6,OID31426,v1,Oncology_II,syn52356609,CHCHD6_Q9BRQ6_OID31426_v1_Oncology_II.tar
CHEK2,O96017,OID20054,v1,Cardiometabolic,syn51476672,CHEK2_O96017_OID20054_v1_Cardiometabolic.tar
CHGA,P10645,OID30403,v1,Cardiometabolic_II,syn52334610,CHGA_P10645_OID30403_v1_Cardiometabolic_II.tar
CHGB,P05060,OID21038,v1,Neurology,syn51476726,CHGB_P05060_OID21038_v1_Neurology.tar
CHI3L1,P36222,OID20399,v1,Cardiometabolic,syn51476055,CHI3L1_P36222_OID20399_v1_Cardiometabolic.tar
CHIT1,Q13231,OID20312,v1,Cardiometabolic,syn51476132,CHIT1_Q13231_OID20312_v1_Cardiometabolic.tar
CHL1,O00533,OID20366,v1,Cardiometabolic,syn51489771,CHL1_O00533_OID20366_v1_Cardiometabolic.tar
CHM,P24386,OID30972,v1,Neurology_II,syn52331571,CHM_P24386_OID30972_v1_Neurology_II.tar
CHMP1A,Q9HD42,OID20930,v1,Neurology,syn51476124,CHMP1A_Q9HD42_OID20930_v1_Neurology.tar
CHMP6,Q96FZ7,OID30327,v1,Cardiometabolic_II,syn52357887,CHMP6_Q96FZ7_OID30327_v1_Cardiometabolic_II.tar
CHP1,Q99653,OID30869,v1,Neurology_II,syn52355502,CHP1_Q99653_OID30869_v1_Neurology_II.tar
CHRDL1,Q9BU40,OID20771,v1,Inflammation,syn51489808,CHRDL1_Q9BU40_OID20771_v1_Inflammation.tar
CHRDL2,Q6WN34,OID20223,v1,Cardiometabolic,syn51476137,CHRDL2_Q6WN34_OID20223_v1_Cardiometabolic.tar
CHRM1,P11229,OID30930,v1,Neurology_II,syn52356776,CHRM1_P11229_OID30930_v1_Neurology_II.tar
CIAPIN1,Q6FI81,OID21501,v1,Oncology,syn51496266,CIAPIN1_Q6FI81_OID21501_v1_Oncology.tar
CILP,O75339,OID30399,v1,Cardiometabolic_II,syn52356092,CILP_O75339_OID30399_v1_Cardiometabolic_II.tar
CINP,Q9BW66,OID31328,v1,Oncology_II,syn52356580,CINP_Q9BW66_OID31328_v1_Oncology_II.tar
CIRBP,Q14011,OID31503,v1,Oncology_II,syn52356800,CIRBP_Q14011_OID31503_v1_Oncology_II.tar
CIT,O14578,OID30970,v1,Neurology_II,syn52333750,CIT_O14578_OID30970_v1_Neurology_II.tar
CKAP4,Q07065,OID20617,v1,Inflammation,syn51489656,CKAP4_Q07065_OID20617_v1_Inflammation.tar
CKB,P12277,OID30400,v1,Cardiometabolic_II,syn52332022,CKB_P12277_OID30400_v1_Cardiometabolic_II.tar
CKMT1A_CKMT1B,P12532,OID20721,v1,Inflammation,syn51475823,CKMT1A_CKMT1B_P12532_OID20721_v1_Inflammation.tar
CLASP1,Q7Z460,OID31192,v1,Oncology_II,syn52358371,CLASP1_Q7Z460_OID31192_v1_Oncology_II.tar
CLC,Q05315,OID20126,v1,Cardiometabolic,syn51496241,CLC_Q05315_OID20126_v1_Cardiometabolic.tar
CLEC10A,Q8IUN9,OID20928,v1,Neurology,syn51476000,CLEC10A_Q8IUN9_OID20928_v1_Neurology.tar
CLEC11A,Q9Y240,OID21112,v1,Neurology,syn51496065,CLEC11A_Q9Y240_OID21112_v1_Neurology.tar
CLEC12A,Q5QGZ9,OID30552,v1,Inflammation_II,syn52331692,CLEC12A_Q5QGZ9_OID30552_v1_Inflammation_II.tar
CLEC14A,Q86T13,OID21090,v1,Neurology,syn51489629,CLEC14A_Q86T13_OID21090_v1_Neurology.tar
CLEC1A,Q8NC01,OID20099,v1,Cardiometabolic,syn51495916,CLEC1A_Q8NC01_OID20099_v1_Cardiometabolic.tar
CLEC1B,Q9P126,OID21061,v1,Neurology,syn51476595,CLEC1B_Q9P126_OID21061_v1_Neurology.tar
CLEC2L,P0C7M8,OID30884,v1,Neurology_II,syn52355892,CLEC2L_P0C7M8_OID30884_v1_Neurology_II.tar
CLEC3B,P05452,OID30756,v1,Inflammation_II,syn52359231,CLEC3B_P05452_OID30756_v1_Inflammation_II.tar
CLEC4A,Q9UMR7,OID20573,v1,Inflammation,syn51476630,CLEC4A_Q9UMR7_OID20573_v1_Inflammation.tar
CLEC4C,Q8WTT0,OID20547,v1,Inflammation,syn51489552,CLEC4C_Q8WTT0_OID20547_v1_Inflammation.tar
CLEC4D,Q8WXI8,OID20609,v1,Inflammation,syn51496233,CLEC4D_Q8WXI8_OID20609_v1_Inflammation.tar
CLEC4G,Q6UXB4,OID20590,v1,Inflammation,syn51482819,CLEC4G_Q6UXB4_OID20590_v1_Inflammation.tar
CLEC4M,Q9H2X3,OID30405,v1,Cardiometabolic_II,syn52358119,CLEC4M_Q9H2X3_OID30405_v1_Cardiometabolic_II.tar
CLEC5A,Q9NY25,OID20165,v1,Cardiometabolic,syn51482830,CLEC5A_Q9NY25_OID20165_v1_Cardiometabolic.tar
CLEC6A,Q6EIG7,OID21228,v1,Oncology,syn51488918,CLEC6A_Q6EIG7_OID21228_v1_Oncology.tar
CLEC7A,Q9BXN2,OID20636,v1,Inflammation,syn51483160,CLEC7A_Q9BXN2_OID20636_v1_Inflammation.tar
CLGN,O14967,OID30957,v1,Neurology_II,syn52356540,CLGN_O14967_OID30957_v1_Neurology_II.tar
CLIC5,Q9NZA1,OID30890,v1,Neurology_II,syn52355731,CLIC5_Q9NZA1_OID30890_v1_Neurology_II.tar
CLINT1,Q14677,OID31182,v1,Oncology_II,syn52331611,CLINT1_Q14677_OID31182_v1_Oncology_II.tar
CLIP2,Q9UDT6,OID20559,v1,Inflammation,syn51482939,CLIP2_Q9UDT6_OID20559_v1_Inflammation.tar
CLMP,Q9H6B4,OID21419,v1,Oncology,syn51496254,CLMP_Q9H6B4_OID21419_v1_Oncology.tar
CLNS1A,P54105,OID30929,v1,Neurology_II,syn52355627,CLNS1A_P54105_OID30929_v1_Neurology_II.tar
CLPP,Q16740,OID20910,v1,Neurology,syn51496263,CLPP_Q16740_OID20910_v1_Neurology.tar
CLPS,P04118,OID21156,v1,Neurology,syn51482336,CLPS_P04118_OID21156_v1_Neurology.tar
CLSPN,Q9HAW4,OID20831,v1,Neurology,syn51496248,CLSPN_Q9HAW4_OID20831_v1_Neurology.tar
CLSTN1,O94985,OID20874,v1,Neurology,syn51496121,CLSTN1_O94985_OID20874_v1_Neurology.tar
CLSTN2,Q9H4D0,OID20664,v1,Inflammation,syn51489726,CLSTN2_Q9H4D0_OID20664_v1_Inflammation.tar
CLSTN3,Q9BQT9,OID31092,v1,Neurology_II,syn52333684,CLSTN3_Q9BQT9_OID31092_v1_Neurology_II.tar
CLTA,P09496,OID20118,v1,Cardiometabolic,syn51482392,CLTA_P09496_OID20118_v1_Cardiometabolic.tar
CLU,P10909,OID30732,v1,Inflammation_II,syn52356084,CLU_P10909_OID30732_v1_Inflammation_II.tar
CLUL1,Q15846,OID20198,v1,Cardiometabolic,syn51483740,CLUL1_Q15846_OID20198_v1_Cardiometabolic.tar
CMC1,Q7Z7K0,OID30360,v1,Cardiometabolic_II,syn52333864,CMC1_Q7Z7K0_OID30360_v1_Cardiometabolic_II.tar
CMIP,Q8IY22,OID31406,v1,Oncology_II,syn52331655,CMIP_Q8IY22_OID31406_v1_Oncology_II.tar
CNDP1,Q96KN2,OID20347,v1,Cardiometabolic,syn51476697,CNDP1_Q96KN2_OID20347_v1_Cardiometabolic.tar
CNGB3,Q9NQW8,OID30805,v1,Neurology_II,syn52333920,CNGB3_Q9NQW8_OID30805_v1_Neurology_II.tar
CNP,P09543,OID30285,v1,Cardiometabolic_II,syn52332502,CNP_P09543_OID30285_v1_Cardiometabolic_II.tar
CNPY2,Q9Y2B0,OID20069,v1,Cardiometabolic,syn51496184,CNPY2_Q9Y2B0_OID20069_v1_Cardiometabolic.tar
CNPY4,Q8N129,OID21317,v1,Oncology,syn51483581,CNPY4_Q8N129_OID21317_v1_Oncology.tar
CNST,Q6PJW8,OID20127,v1,Cardiometabolic,syn51476139,CNST_Q6PJW8_OID20127_v1_Cardiometabolic.tar
CNTF,P26441,OID30807,v1,Neurology_II,syn52356499,CNTF_P26441_OID30807_v1_Neurology_II.tar
CNTN1,Q12860,OID20307,v1,Cardiometabolic,syn51483551,CNTN1_Q12860_OID20307_v1_Cardiometabolic.tar
CNTN2,Q02246,OID21426,v1,Oncology,syn51489614,CNTN2_Q02246_OID21426_v1_Oncology.tar
CNTN3,Q9P232,OID21092,v1,Neurology,syn51496108,CNTN3_Q9P232_OID21092_v1_Neurology.tar
CNTN4,Q8IWV2,OID21117,v1,Neurology,syn51496105,CNTN4_Q8IWV2_OID21117_v1_Neurology.tar
CNTN5,O94779,OID21006,v1,Neurology,syn51475817,CNTN5_O94779_OID21006_v1_Neurology.tar
CNTNAP2,Q9UHC6,OID20556,v1,Inflammation,syn51475847,CNTNAP2_Q9UHC6_OID20556_v1_Inflammation.tar
CNTNAP4,Q9C0A0,OID30911,v1,Neurology_II,syn52355438,CNTNAP4_Q9C0A0_OID30911_v1_Neurology_II.tar
COCH,O43405,OID30305,v1,Cardiometabolic_II,syn52356126,COCH_O43405_OID30305_v1_Cardiometabolic_II.tar
COL15A1,P39059,OID30396,v1,Cardiometabolic_II,syn52356726,COL15A1_P39059_OID30396_v1_Cardiometabolic_II.tar
COL18A1,P39060,OID20332,v1,Cardiometabolic,syn51476088,COL18A1_P39060_OID20332_v1_Cardiometabolic.tar
COL1A1,P02452,OID20335,v1,Cardiometabolic,syn51496277,COL1A1_P02452_OID20335_v1_Cardiometabolic.tar
COL24A1,Q17RW2,OID31464,v1,Oncology_II,syn52331970,COL24A1_Q17RW2_OID31464_v1_Oncology_II.tar
COL28A1,Q2UY09,OID30969,v1,Neurology_II,syn52333845,COL28A1_Q2UY09_OID30969_v1_Neurology_II.tar
COL2A1,P02458,OID30286,v1,Cardiometabolic_II,syn52356210,COL2A1_P02458_OID30286_v1_Cardiometabolic_II.tar
COL3A1,P02461,OID30379,v1,Cardiometabolic_II,syn52355702,COL3A1_P02461_OID30379_v1_Cardiometabolic_II.tar
COL4A1,P02462,OID20208,v1,Cardiometabolic,syn51483699,COL4A1_P02462_OID20208_v1_Cardiometabolic.tar
COL4A4,P53420,OID31333,v1,Oncology_II,syn52334371,COL4A4_P53420_OID31333_v1_Oncology_II.tar
COL5A1,P20908,OID30587,v1,Inflammation_II,syn52357972,COL5A1_P20908_OID30587_v1_Inflammation_II.tar
COL6A3,P12111,OID20292,v1,Cardiometabolic,syn51496296,COL6A3_P12111_OID20292_v1_Cardiometabolic.tar
COL9A1,P20849,OID20550,v1,Inflammation,syn51496267,COL9A1_P20849_OID20550_v1_Inflammation.tar
COL9A2,Q14055,OID31255,v1,Oncology_II,syn52331950,COL9A2_Q14055_OID31255_v1_Oncology_II.tar
COLEC12,Q5KU26,OID20738,v1,Inflammation,syn51483275,COLEC12_Q5KU26_OID20738_v1_Inflammation.tar
COMMD1,Q8N668,OID30222,v1,Cardiometabolic_II,syn52359262,COMMD1_Q8N668_OID30222_v1_Cardiometabolic_II.tar
COMMD9,Q9P000,OID31390,v1,Oncology_II,syn52359328,COMMD9_Q9P000_OID31390_v1_Oncology_II.tar
COMP,P49747,OID20405,v1,Cardiometabolic,syn51496062,COMP_P49747_OID20405_v1_Cardiometabolic.tar
COMT,P21964,OID20086,v1,Cardiometabolic,syn51475968,COMT_P21964_OID20086_v1_Cardiometabolic.tar
COPB2,P35606,OID30173,v1,Cardiometabolic_II,syn52332675,COPB2_P35606_OID30173_v1_Cardiometabolic_II.tar
COPE,O14579,OID20797,v1,Neurology,syn51489705,COPE_O14579_OID20797_v1_Neurology.tar
COQ7,Q99807,OID30217,v1,Cardiometabolic_II,syn52359478,COQ7_Q99807_OID30217_v1_Cardiometabolic_II.tar
CORO1A,P31146,OID20286,v1,Cardiometabolic,syn51489674,CORO1A_P31146_OID20286_v1_Cardiometabolic.tar
CORO6,Q6QEF8,OID30870,v1,Neurology_II,syn52334458,CORO6_Q6QEF8_OID30870_v1_Neurology_II.tar
COX5B,P10606,OID21297,v1,Oncology,syn51496116,COX5B_P10606_OID21297_v1_Oncology.tar
COX6B1,P14854,OID30317,v1,Cardiometabolic_II,syn52356845,COX6B1_P14854_OID30317_v1_Cardiometabolic_II.tar
CPA1,P15085,OID20280,v1,Cardiometabolic,syn51489672,CPA1_P15085_OID20280_v1_Cardiometabolic.tar
CPA2,P48052,OID21060,v1,Neurology,syn51476624,CPA2_P48052_OID21060_v1_Neurology.tar
CPA4,Q9UI42,OID30606,v1,Inflammation_II,syn52359250,CPA4_Q9UI42_OID30606_v1_Inflammation_II.tar
CPB1,P15086,OID20289,v1,Cardiometabolic,syn51496215,CPB1_P15086_OID20289_v1_Cardiometabolic.tar
CPB2,Q96IY4,OID30734,v1,Inflammation_II,syn52356087,CPB2_Q96IY4_OID30734_v1_Inflammation_II.tar
CPE,P16870,OID21392,v1,Oncology,syn51476048,CPE_P16870_OID21392_v1_Oncology.tar
CPLX2,Q6PUV4,OID31186,v1,Oncology_II,syn52355541,CPLX2_Q6PUV4_OID31186_v1_Oncology_II.tar
CPM,P14384,OID21054,v1,Neurology,syn51496204,CPM_P14384_OID21054_v1_Neurology.tar
CPOX,P36551,OID30495,v1,Inflammation_II,syn52356016,CPOX_P36551_OID30495_v1_Inflammation_II.tar
CPPED1,Q9BRF8,OID21053,v1,Neurology,syn51475769,CPPED1_Q9BRF8_OID21053_v1_Neurology.tar
CPQ,Q9Y646,OID30406,v1,Cardiometabolic_II,syn52358016,CPQ_Q9Y646_OID30406_v1_Cardiometabolic_II.tar
CPTP,Q5TA50,OID30106,v1,Cardiometabolic_II,syn52332453,CPTP_Q5TA50_OID30106_v1_Cardiometabolic_II.tar
CPVL,Q9H3G5,OID21435,v1,Oncology,syn51487774,CPVL_Q9H3G5_OID21435_v1_Oncology.tar
CPXM1,Q96SM3,OID21479,v1,Oncology,syn51495923,CPXM1_Q96SM3_OID21479_v1_Oncology.tar
CPXM2,Q8N436,OID30322,v1,Cardiometabolic_II,syn52333950,CPXM2_Q8N436_OID30322_v1_Cardiometabolic_II.tar
CR1,P17927,OID30697,v1,Inflammation_II,syn52359492,CR1_P17927_OID30697_v1_Inflammation_II.tar
CR2,P20023,OID20393,v1,Cardiometabolic,syn51496191,CR2_P20023_OID20393_v1_Cardiometabolic.tar
CRACR2A,Q9BSW2,OID21249,v1,Oncology,syn51483245,CRACR2A_Q9BSW2_OID21249_v1_Oncology.tar
CRADD,P78560,OID20923,v1,Neurology,syn51476406,CRADD_P78560_OID20923_v1_Neurology.tar
CREB3,O43889,OID31188,v1,Oncology_II,syn52359228,CREB3_O43889_OID31188_v1_Oncology_II.tar
CREBZF,Q9NS37,OID31206,v1,Oncology_II,syn52355474,CREBZF_Q9NS37_OID31206_v1_Oncology_II.tar
CREG1,O75629,OID21515,v1,Oncology,syn51489550,CREG1_O75629_OID21515_v1_Oncology.tar
CRELD1,Q96HD1,OID30619,v1,Inflammation_II,syn52332560,CRELD1_Q96HD1_OID30619_v1_Inflammation_II.tar
CRELD2,Q6UXH1,OID20751,v1,Inflammation,syn51489773,CRELD2_Q6UXH1_OID20751_v1_Inflammation.tar
CRH,P06850,OID21257,v1,Oncology,syn51476120,CRH_P06850_OID21257_v1_Oncology.tar
CRHBP,P24387,OID20747,v1,Inflammation,syn51482805,CRHBP_P24387_OID20747_v1_Inflammation.tar
CRHR1,P34998,OID20055,v1,Cardiometabolic,syn51476364,CRHR1_P34998_OID20055_v1_Cardiometabolic.tar
CRIM1,Q9NZV1,OID20701,v1,Inflammation,syn51496206,CRIM1_Q9NZV1_OID20701_v1_Inflammation.tar
CRIP2,P52943,OID20901,v1,Neurology,syn51489588,CRIP2_P52943_OID20901_v1_Neurology.tar
CRISP2,P16562,OID21456,v1,Oncology,syn51475924,CRISP2_P16562_OID21456_v1_Oncology.tar
CRISP3,P54108,OID30715,v1,Inflammation_II,syn52357021,CRISP3_P54108_OID30715_v1_Inflammation_II.tar
CRKL,P46109,OID20742,v1,Inflammation,syn51496059,CRKL_P46109_OID20742_v1_Inflammation.tar
CRLF1,O75462,OID20699,v1,Inflammation,syn51482256,CRLF1_O75462_OID20699_v1_Inflammation.tar
CRNN,Q9UBG3,OID21427,v1,Oncology,syn51482448,CRNN_Q9UBG3_OID21427_v1_Oncology.tar
CRTAC1,Q9NQ79,OID20279,v1,Cardiometabolic,syn51482343,CRTAC1_Q9NQ79_OID20279_v1_Cardiometabolic.tar
CRTAM,O95727,OID20914,v1,Neurology,syn51495938,CRTAM_O95727_OID20914_v1_Neurology.tar
CRTAP,O75718,OID30902,v1,Neurology_II,syn52356297,CRTAP_O75718_OID30902_v1_Neurology_II.tar
CRX,O43186,OID20070,v1,Cardiometabolic,syn51496044,CRX_O43186_OID20070_v1_Cardiometabolic.tar
CRYBB1,P53674,OID30319,v1,Cardiometabolic_II,syn52355459,CRYBB1_P53674_OID30319_v1_Cardiometabolic_II.tar
CRYBB2,P43320,OID31081,v1,Neurology_II,syn52332681,CRYBB2_P43320_OID31081_v1_Neurology_II.tar
CRYGD,P07320,OID31144,v1,Neurology_II,syn52355479,CRYGD_P07320_OID31144_v1_Neurology_II.tar
CRYM,Q14894,OID30815,v1,Neurology_II,syn52334184,CRYM_Q14894_OID30815_v1_Neurology_II.tar
CRYZL1,O95825,OID30272,v1,Cardiometabolic_II,syn52355783,CRYZL1_O95825_OID30272_v1_Cardiometabolic_II.tar
CSDE1,O75534,OID30183,v1,Cardiometabolic_II,syn52358230,CSDE1_O75534_OID30183_v1_Cardiometabolic_II.tar
CSF1,P09603,OID20719,v1,Inflammation,syn51483244,CSF1_P09603_OID20719_v1_Inflammation.tar
CSF1R,P07333,OID30681,v1,Inflammation_II,syn52356451,CSF1R_P07333_OID30681_v1_Inflammation_II.tar
CSF2,P04141,OID30072,v1,Cardiometabolic_II,syn52357170,CSF2_P04141_OID30072_v1_Cardiometabolic_II.tar
CSF2RA,P15509,OID20915,v1,Neurology,syn51496092,CSF2RA_P15509_OID20915_v1_Neurology.tar
CSF2RB,P32927,OID30553,v1,Inflammation_II,syn52358040,CSF2RB_P32927_OID30553_v1_Inflammation_II.tar
CSF3,P09919,OID20491,v1,Inflammation,syn51482522,CSF3_P09919_OID20491_v1_Inflammation.tar
CSF3R,Q99062,OID30527,v1,Inflammation_II,syn52356073,CSF3R_Q99062_OID30527_v1_Inflammation_II.tar
CSH1,P0DML2,OID30667,v1,Inflammation_II,syn52332404,CSH1_P0DML2_OID30667_v1_Inflammation_II.tar
CSNK1D,P48730,OID30492,v1,Inflammation_II,syn52355549,CSNK1D_P48730_OID30492_v1_Inflammation_II.tar
CSNK2A1,P68400,OID31053,v1,Neurology_II,syn52355956,CSNK2A1_P68400_OID31053_v1_Neurology_II.tar
CSPG4,Q6UVK1,OID30397,v1,Cardiometabolic_II,syn52359420,CSPG4_Q6UVK1_OID30397_v1_Cardiometabolic_II.tar
CSPG5,O95196,OID30843,v1,Neurology_II,syn52357838,CSPG5_O95196_OID30843_v1_Neurology_II.tar
CSRP3,P50461,OID30176,v1,Cardiometabolic_II,syn52359463,CSRP3_P50461_OID30176_v1_Cardiometabolic_II.tar
CST1,P01037,OID30581,v1,Inflammation_II,syn52357828,CST1_P01037_OID30581_v1_Inflammation_II.tar
CST3,P01034,OID20400,v1,Cardiometabolic,syn51496261,CST3_P01034_OID20400_v1_Cardiometabolic.tar
CST5,P28325,OID20995,v1,Neurology,syn51489720,CST5_P28325_OID20995_v1_Neurology.tar
CST6,Q15828,OID20293,v1,Cardiometabolic,syn51496227,CST6_Q15828_OID20293_v1_Cardiometabolic.tar
CST7,O76096,OID20704,v1,Inflammation,syn51475809,CST7_O76096_OID20704_v1_Inflammation.tar
CSTB,P04080,OID20294,v1,Cardiometabolic,syn51475885,CSTB_P04080_OID20294_v1_Cardiometabolic.tar
CTAG1A_CTAG1B,P78358,OID31299,v1,Oncology_II,syn52332473,CTAG1A_CTAG1B_P78358_OID31299_v1_Oncology_II.tar
CTBS,Q01459,OID30710,v1,Inflammation_II,syn52356835,CTBS_Q01459_OID30710_v1_Inflammation_II.tar
CTF1,Q16619,OID20061,v1,Cardiometabolic,syn51483758,CTF1_Q16619_OID20061_v1_Cardiometabolic.tar
CTHRC1,Q96CG8,OID30393,v1,Cardiometabolic_II,syn52333895,CTHRC1_Q96CG8_OID30393_v1_Cardiometabolic_II.tar
CTLA4,P16410,OID30363,v1,Cardiometabolic_II,syn52331515,CTLA4_P16410_OID30363_v1_Cardiometabolic_II.tar
CTNNA1,P35221,OID30800,v1,Neurology_II,syn52334494,CTNNA1_P35221_OID30800_v1_Neurology_II.tar
CTRB1,P17538,OID21150,v1,Neurology,syn51496080,CTRB1_P17538_OID21150_v1_Neurology.tar
CTRC,Q99895,OID20752,v1,Inflammation,syn51496085,CTRC_Q99895_OID20752_v1_Inflammation.tar
CTRL,P40313,OID31157,v1,Neurology_II,syn52333700,CTRL_P40313_OID31157_v1_Neurology_II.tar
CTSB,P07858,OID20276,v1,Cardiometabolic,syn51496053,CTSB_P07858_OID20276_v1_Cardiometabolic.tar
CTSC,P53634,OID20679,v1,Inflammation,syn51496205,CTSC_P53634_OID20679_v1_Inflammation.tar
CTSD,P07339,OID20358,v1,Cardiometabolic,syn51482266,CTSD_P07339_OID20358_v1_Cardiometabolic.tar
CTSE,P14091,OID30628,v1,Inflammation_II,syn52356293,CTSE_P14091_OID30628_v1_Inflammation_II.tar
CTSF,Q9UBX1,OID21500,v1,Oncology,syn51496180,CTSF_Q9UBX1_OID21500_v1_Oncology.tar
CTSH,P09668,OID20113,v1,Cardiometabolic,syn51476042,CTSH_P09668_OID20113_v1_Cardiometabolic.tar
CTSL,P07711,OID20228,v1,Cardiometabolic,syn51482923,CTSL_P07711_OID20228_v1_Cardiometabolic.tar
CTSO,P43234,OID20660,v1,Inflammation,syn51489801,CTSO_P43234_OID20660_v1_Inflammation.tar
CTSS,P25774,OID21056,v1,Neurology,syn51476478,CTSS_P25774_OID21056_v1_Neurology.tar
CTSV,O60911,OID21405,v1,Oncology,syn51496084,CTSV_O60911_OID21405_v1_Oncology.tar
CTSZ,Q9UBR2,OID20365,v1,Cardiometabolic,syn51496047,CTSZ_Q9UBR2_OID20365_v1_Cardiometabolic.tar
CUZD1,Q86UP6,OID30914,v1,Neurology_II,syn52356713,CUZD1_Q86UP6_OID30914_v1_Neurology_II.tar
CWC15,Q9P013,OID31479,v1,Oncology_II,syn52359377,CWC15_Q9P013_OID31479_v1_Oncology_II.tar
CX3CL1,P78423,OID20976,v1,Neurology,syn51482821,CX3CL1_P78423_OID20976_v1_Neurology.tar
CXADR,P78310,OID20561,v1,Inflammation,syn51476465,CXADR_P78310_OID20561_v1_Inflammation.tar
CXCL1,P09341,OID20762,v1,Inflammation,syn51482894,CXCL1_P09341_OID20762_v1_Inflammation.tar
CXCL10,P02778,OID20697,v1,Inflammation,syn51475785,CXCL10_P02778_OID20697_v1_Inflammation.tar
CXCL11,O14625,OID21042,v1,Neurology,syn51475954,CXCL11_O14625_OID21042_v1_Neurology.tar
CXCL12,P48061,OID20464,v1,Inflammation,syn51476677,CXCL12_P48061_OID20464_v1_Inflammation.tar
CXCL13,O43927,OID21024,v1,Neurology,syn51482243,CXCL13_O43927_OID21024_v1_Neurology.tar
CXCL14,O95715,OID20458,v1,Inflammation,syn51496234,CXCL14_O95715_OID20458_v1_Inflammation.tar
CXCL16,Q9H2A7,OID20282,v1,Cardiometabolic,syn51495947,CXCL16_Q9H2A7_OID20282_v1_Cardiometabolic.tar
CXCL17,Q6UXB2,OID20622,v1,Inflammation,syn51483253,CXCL17_Q6UXB2_OID20622_v1_Inflammation.tar
CXCL3,P19876,OID20788,v1,Inflammation,syn51483420,CXCL3_P19876_OID20788_v1_Inflammation.tar
CXCL5,P42830,OID20207,v1,Cardiometabolic,syn51489574,CXCL5_P42830_OID20207_v1_Cardiometabolic.tar
CXCL6,P80162,OID20613,v1,Inflammation,syn51483220,CXCL6_P80162_OID20613_v1_Inflammation.tar
CXCL8,P10145,OID20153,v1,Cardiometabolic,syn51496056,CXCL8_P10145_OID20153_v1_Cardiometabolic.tar
CXCL8,P10145,OID20631,v1,Inflammation,syn51496301,CXCL8_P10145_OID20631_v1_Inflammation.tar
CXCL8,P10145,OID20997,v1,Neurology,syn51483859,CXCL8_P10145_OID20997_v1_Neurology.tar
CXCL8,P10145,OID21430,v1,Oncology,syn51489734,CXCL8_P10145_OID21430_v1_Oncology.tar
CXCL9,Q07325,OID20675,v1,Inflammation,syn51483398,CXCL9_Q07325_OID20675_v1_Inflammation.tar
