gene,uniprot,oid,version,panel,synapse_id,filename
A1BG,P04217,OID30771,v1,Inflammation_II,syn52363617,A1BG_P04217_OID30771_v1_Inflammation_II.tar
AAMDC,Q9H7C9,OID30236,v1,Cardiometabolic_II,syn52362400,AAMDC_Q9H7C9_OID30236_v1_Cardiometabolic_II.tar
AARSD1,Q9BTE6,OID21311,v1,Oncology,syn51471562,AARSD1_Q9BTE6_OID21311_v1_Oncology.tar
ABCA2,Q9BZC7,OID30146,v1,Cardiometabolic_II,syn52361344,ABCA2_Q9BZC7_OID30146_v1_Cardiometabolic_II.tar
ABHD14B,Q96IU4,OID20921,v1,Neurology,syn51470065,ABHD14B_Q96IU4_OID20921_v1_Neurology.tar
ABL1,P00519,OID21280,v1,Oncology,syn51468700,ABL1_P00519_OID21280_v1_Oncology.tar
ABO,P16442,OID30675,v1,Inflammation_II,syn52363597,ABO_P16442_OID30675_v1_Inflammation_II.tar
ABRAXAS2,Q15018,OID30130,v1,Cardiometabolic_II,syn52363381,ABRAXAS2_Q15018_OID30130_v1_Cardiometabolic_II.tar
ACAA1,P09110,OID21269,v1,Oncology,syn51471196,ACAA1_P09110_OID21269_v1_Oncology.tar
ACADM,P11310,OID31277,v1,Oncology_II,syn52361761,ACADM_P11310_OID31277_v1_Oncology_II.tar
ACADSB,P45954,OID30356,v1,Cardiometabolic_II,syn52361324,ACADSB_P45954_OID30356_v1_Cardiometabolic_II.tar
ACAN,P16112,OID20159,v1,Cardiometabolic,syn51469712,ACAN_P16112_OID20159_v1_Cardiometabolic.tar
ACE,P12821,OID30696,v1,Inflammation_II,syn52361489,ACE_P12821_OID30696_v1_Inflammation_II.tar
ACE2,Q9BYF1,OID20105,v1,Cardiometabolic,syn51470344,ACE2_Q9BYF1_OID20105_v1_Cardiometabolic.tar
ACHE,P22303,OID30585,v1,Inflammation_II,syn52363069,ACHE_P22303_OID30585_v1_Inflammation_II.tar
ACOT13,Q9NPJ3,OID31522,v1,Oncology_II,syn52362654,ACOT13_Q9NPJ3_OID31522_v1_Oncology_II.tar
ACOX1,Q15067,OID20124,v1,Cardiometabolic,syn51468701,ACOX1_Q15067_OID20124_v1_Cardiometabolic.tar
ACP1,P24666,OID30524,v1,Inflammation_II,syn52362464,ACP1_P24666_OID30524_v1_Inflammation_II.tar
ACP5,P13686,OID20314,v1,Cardiometabolic,syn51470860,ACP5_P13686_OID20314_v1_Cardiometabolic.tar
ACP6,Q9NPH0,OID21432,v1,Oncology,syn51470643,ACP6_Q9NPH0_OID21432_v1_Oncology.tar
ACRBP,Q8NEB7,OID31385,v1,Oncology_II,syn52363610,ACRBP_Q8NEB7_OID31385_v1_Oncology_II.tar
ACRV1,P26436,OID30513,v1,Inflammation_II,syn52361862,ACRV1_P26436_OID30513_v1_Inflammation_II.tar
ACSL1,P33121,OID30080,v1,Cardiometabolic_II,syn52361929,ACSL1_P33121_OID30080_v1_Cardiometabolic_II.tar
ACTA2,P62736,OID20079,v1,Cardiometabolic,syn51469126,ACTA2_P62736_OID20079_v1_Cardiometabolic.tar
ACTN2,P35609,OID30192,v1,Cardiometabolic_II,syn52363424,ACTN2_P35609_OID30192_v1_Cardiometabolic_II.tar
ACTN4,O43707,OID20435,v1,Inflammation,syn51468905,ACTN4_O43707_OID20435_v1_Inflammation.tar
ACVRL1,P37023,OID20999,v1,Neurology,syn51468763,ACVRL1_P37023_OID20999_v1_Neurology.tar
ACY1,Q03154,OID20137,v1,Cardiometabolic,syn51470131,ACY1_Q03154_OID20137_v1_Cardiometabolic.tar
ACY3,Q96HD9,OID30086,v1,Cardiometabolic_II,syn52361652,ACY3_Q96HD9_OID30086_v1_Cardiometabolic_II.tar
ACYP1,P07311,OID30642,v1,Inflammation_II,syn52361955,ACYP1_P07311_OID30642_v1_Inflammation_II.tar
ADA,P00813,OID20645,v1,Inflammation,syn51470111,ADA_P00813_OID20645_v1_Inflammation.tar
ADA2,Q9NZK5,OID20394,v1,Cardiometabolic,syn51469366,ADA2_Q9NZK5_OID20394_v1_Cardiometabolic.tar
ADAM12,O43184,OID30491,v1,Inflammation_II,syn52361300,ADAM12_O43184_OID30491_v1_Inflammation_II.tar
ADAM15,Q13444,OID20109,v1,Cardiometabolic,syn51470500,ADAM15_Q13444_OID20109_v1_Cardiometabolic.tar
ADAM22,Q9P0K1,OID21001,v1,Neurology,syn51470175,ADAM22_Q9P0K1_OID21001_v1_Neurology.tar
ADAM23,O75077,OID20651,v1,Inflammation,syn51470197,ADAM23_O75077_OID20651_v1_Inflammation.tar
ADAM8,P78325,OID21039,v1,Neurology,syn51470522,ADAM8_P78325_OID21039_v1_Neurology.tar
ADAM9,Q13443,OID31488,v1,Oncology_II,syn52361982,ADAM9_Q13443_OID31488_v1_Oncology_II.tar
ADAMTS1,Q9UHI8,OID30528,v1,Inflammation_II,syn52363242,ADAMTS1_Q9UHI8_OID30528_v1_Inflammation_II.tar
ADAMTS13,Q76LX8,OID20249,v1,Cardiometabolic,syn51468611,ADAMTS13_Q76LX8_OID20249_v1_Cardiometabolic.tar
ADAMTS15,Q8TE58,OID21275,v1,Oncology,syn51468665,ADAMTS15_Q8TE58_OID21275_v1_Oncology.tar
ADAMTS16,Q8TE57,OID20089,v1,Cardiometabolic,syn51469537,ADAMTS16_Q8TE57_OID20089_v1_Cardiometabolic.tar
ADAMTS4,O75173,OID30471,v1,Inflammation_II,syn52362436,ADAMTS4_O75173_OID30471_v1_Inflammation_II.tar
ADAMTS8,Q9UP79,OID21502,v1,Oncology,syn51471347,ADAMTS8_Q9UP79_OID21502_v1_Oncology.tar
ADAMTSL2,Q86TH1,OID30370,v1,Cardiometabolic_II,syn52362101,ADAMTSL2_Q86TH1_OID30370_v1_Cardiometabolic_II.tar
ADAMTSL4,Q6UY14,OID30275,v1,Cardiometabolic_II,syn52363103,ADAMTSL4_Q6UY14_OID30275_v1_Cardiometabolic_II.tar
ADAMTSL5,Q6ZMM2,OID30355,v1,Cardiometabolic_II,syn52361277,ADAMTSL5_Q6ZMM2_OID30355_v1_Cardiometabolic_II.tar
ADCYAP1R1,P41586,OID21188,v1,Oncology,syn51471394,ADCYAP1R1_P41586_OID21188_v1_Oncology.tar
ADD1,P35611,OID30655,v1,Inflammation_II,syn52363487,ADD1_P35611_OID30655_v1_Inflammation_II.tar
ADGRB3,O60242,OID20974,v1,Neurology,syn51470778,ADGRB3_O60242_OID20974_v1_Neurology.tar
ADGRD1,Q6QNK2,OID30588,v1,Inflammation_II,syn52363168,ADGRD1_Q6QNK2_OID30588_v1_Inflammation_II.tar
ADGRE1,Q14246,OID31483,v1,Oncology_II,syn52361743,ADGRE1_Q14246_OID31483_v1_Oncology_II.tar
ADGRE2,Q9UHX3,OID20755,v1,Inflammation,syn51469551,ADGRE2_Q9UHX3_OID20755_v1_Inflammation.tar
ADGRE5,P48960,OID20260,v1,Cardiometabolic,syn51468421,ADGRE5_P48960_OID20260_v1_Cardiometabolic.tar
ADGRF5,Q8IZF2,OID30349,v1,Cardiometabolic_II,syn52363153,ADGRF5_Q8IZF2_OID30349_v1_Cardiometabolic_II.tar
ADGRG1,Q9Y653,OID21294,v1,Oncology,syn51469563,ADGRG1_Q9Y653_OID21294_v1_Oncology.tar
ADGRG2,Q8IZP9,OID20189,v1,Cardiometabolic,syn51471240,ADGRG2_Q8IZP9_OID20189_v1_Cardiometabolic.tar
ADGRV1,Q8WXG9,OID30877,v1,Neurology_II,syn52363377,ADGRV1_Q8WXG9_OID30877_v1_Neurology_II.tar
ADH1B,P00325,OID30612,v1,Inflammation_II,syn52362389,ADH1B_P00325_OID30612_v1_Inflammation_II.tar
ADH4,P08319,OID20117,v1,Cardiometabolic,syn51471289,ADH4_P08319_OID20117_v1_Cardiometabolic.tar
ADIPOQ,Q15848,OID30748,v1,Inflammation_II,syn52362649,ADIPOQ_Q15848_OID30748_v1_Inflammation_II.tar
ADM,P35318,OID21467,v1,Oncology,syn51468664,ADM_P35318_OID21467_v1_Oncology.tar
ADRA2A,P08913,OID30067,v1,Cardiometabolic_II,syn52361689,ADRA2A_P08913_OID30067_v1_Cardiometabolic_II.tar
AFAP1,Q8N556,OID30569,v1,Inflammation_II,syn52363491,AFAP1_Q8N556_OID30569_v1_Inflammation_II.tar
AFM,P43652,OID30741,v1,Inflammation_II,syn52361876,AFM_P43652_OID30741_v1_Inflammation_II.tar
AFP,P02771,OID20978,v1,Neurology,syn51470299,AFP_P02771_OID20978_v1_Neurology.tar
AGBL2,Q5U5Z8,OID30793,v1,Neurology_II,syn52361900,AGBL2_Q5U5Z8_OID30793_v1_Neurology_II.tar
AGER,Q15109,OID20756,v1,Inflammation,syn51468798,AGER_Q15109_OID20756_v1_Inflammation.tar
AGR2,O95994,OID20896,v1,Neurology,syn51471222,AGR2_O95994_OID20896_v1_Neurology.tar
AGR3,Q8TD06,OID21243,v1,Oncology,syn51469645,AGR3_Q8TD06_OID21243_v1_Oncology.tar
AGRN,O00468,OID20786,v1,Inflammation,syn51468633,AGRN_O00468_OID20786_v1_Inflammation.tar
AGRP,O00253,OID20658,v1,Inflammation,syn51471023,AGRP_O00253_OID20658_v1_Inflammation.tar
AGT,P01019,OID30709,v1,Inflammation_II,syn52363066,AGT_P01019_OID30709_v1_Inflammation_II.tar
AGXT,P21549,OID20139,v1,Cardiometabolic,syn51468930,AGXT_P21549_OID20139_v1_Cardiometabolic.tar
AHCY,P23526,OID20199,v1,Cardiometabolic,syn51470240,AHCY_P23526_OID20199_v1_Cardiometabolic.tar
AHNAK,Q09666,OID30260,v1,Cardiometabolic_II,syn52361593,AHNAK_Q09666_OID30260_v1_Cardiometabolic_II.tar
AHNAK2,Q8IVF2,OID30244,v1,Cardiometabolic_II,syn52362498,AHNAK2_Q8IVF2_OID30244_v1_Cardiometabolic_II.tar
AHSA1,O95433,OID31379,v1,Oncology_II,syn52363193,AHSA1_O95433_OID31379_v1_Oncology_II.tar
AHSG,P02765,OID30706,v1,Inflammation_II,syn52362467,AHSG_P02765_OID30706_v1_Inflammation_II.tar
AHSP,Q9NZD4,OID21078,v1,Neurology,syn51468414,AHSP_Q9NZD4_OID21078_v1_Neurology.tar
AIDA,Q96BJ3,OID30956,v1,Neurology_II,syn52363638,AIDA_Q96BJ3_OID30956_v1_Neurology_II.tar
AIF1,P55008,OID21234,v1,Oncology,syn51470791,AIF1_P55008_OID21234_v1_Oncology.tar
AIF1L,Q9BQI0,OID30204,v1,Cardiometabolic_II,syn52362849,AIF1L_Q9BQI0_OID30204_v1_Cardiometabolic_II.tar
AIFM1,O95831,OID21287,v1,Oncology,syn51469999,AIFM1_O95831_OID21287_v1_Oncology.tar
AK1,P00568,OID20122,v1,Cardiometabolic,syn51471062,AK1_P00568_OID20122_v1_Cardiometabolic.tar
AK2,P54819,OID31142,v1,Neurology_II,syn52362653,AK2_P54819_OID31142_v1_Neurology_II.tar
AKAP12,Q02952,OID30571,v1,Inflammation_II,syn52363603,AKAP12_Q02952_OID30571_v1_Inflammation_II.tar
AKR1B1,P15121,OID21244,v1,Oncology,syn51468721,AKR1B1_P15121_OID21244_v1_Oncology.tar
AKR1B10,O60218,OID30955,v1,Neurology_II,syn52362243,AKR1B10_O60218_OID30955_v1_Neurology_II.tar
AKR1C4,P17516,OID20062,v1,Cardiometabolic,syn51469028,AKR1C4_P17516_OID20062_v1_Cardiometabolic.tar
AKR7L,Q8NHP1,OID30488,v1,Inflammation_II,syn52361709,AKR7L_Q8NHP1_OID30488_v1_Inflammation_II.tar
AKT1S1,Q96B36,OID20895,v1,Neurology,syn51469116,AKT1S1_Q96B36_OID20895_v1_Neurology.tar
AKT2,P31751,OID31052,v1,Neurology_II,syn52362530,AKT2_P31751_OID31052_v1_Neurology_II.tar
AKT3,Q9Y243,OID21197,v1,Oncology,syn51470944,AKT3_Q9Y243_OID21197_v1_Oncology.tar
ALCAM,Q13740,OID20273,v1,Cardiometabolic,syn51471198,ALCAM_Q13740_OID20273_v1_Cardiometabolic.tar
ALDH1A1,P00352,OID21128,v1,Neurology,syn51471350,ALDH1A1_P00352_OID21128_v1_Neurology.tar
ALDH2,P05091,OID31380,v1,Oncology_II,syn52362974,ALDH2_P05091_OID31380_v1_Oncology_II.tar
ALDH3A1,P30838,OID20512,v1,Inflammation,syn51469607,ALDH3A1_P30838_OID20512_v1_Inflammation.tar
ALDH5A1,P51649,OID31047,v1,Neurology_II,syn52362255,ALDH5A1_P51649_OID31047_v1_Neurology_II.tar
ALMS1,Q8TCU4,OID31275,v1,Oncology_II,syn52361439,ALMS1_Q8TCU4_OID31275_v1_Oncology_II.tar
ALPI,P09923,OID30497,v1,Inflammation_II,syn52363660,ALPI_P09923_OID30497_v1_Inflammation_II.tar
ALPP,P05187,OID21383,v1,Oncology,syn51469883,ALPP_P05187_OID21383_v1_Oncology.tar
AMBN,Q9NP70,OID20437,v1,Inflammation,syn51468672,AMBN_Q9NP70_OID20437_v1_Inflammation.tar
AMBP,P02760,OID21413,v1,Oncology,syn51470188,AMBP_P02760_OID21413_v1_Oncology.tar
AMDHD2,Q9Y303,OID30366,v1,Cardiometabolic_II,syn52363653,AMDHD2_Q9Y303_OID30366_v1_Cardiometabolic_II.tar
AMFR,Q9UKV5,OID20806,v1,Neurology,syn51470371,AMFR_Q9UKV5_OID20806_v1_Neurology.tar
AMIGO1,Q86WK6,OID30881,v1,Neurology_II,syn52363360,AMIGO1_Q86WK6_OID30881_v1_Neurology_II.tar
AMIGO2,Q86SJ2,OID21370,v1,Oncology,syn51469111,AMIGO2_Q86SJ2_OID21370_v1_Oncology.tar
AMN,Q9BXJ7,OID20492,v1,Inflammation,syn51468810,AMN_Q9BXJ7_OID20492_v1_Inflammation.tar
AMOT,Q4VCS5,OID30572,v1,Inflammation_II,syn52362029,AMOT_Q4VCS5_OID30572_v1_Inflammation_II.tar
AMOTL2,Q9Y2J4,OID31351,v1,Oncology_II,syn52361343,AMOTL2_Q9Y2J4_OID31351_v1_Oncology_II.tar
AMPD3,Q01432,OID31139,v1,Neurology_II,syn52361861,AMPD3_Q01432_OID31139_v1_Neurology_II.tar
AMY1A_AMY1B_AMY1C_P0DUB6_P0DTE7,P0DTE8,OID30707,v1,Inflammation_II,syn52361338,AMY1A_AMY1B_AMY1C_P0DUB6_P0DTE7_P0DTE8_OID30707_v1_Inflammation_II.tar
AMY2A,P04746,OID20333,v1,Cardiometabolic,syn51469158,AMY2A_P04746_OID20333_v1_Cardiometabolic.tar
AMY2B,P19961,OID20340,v1,Cardiometabolic,syn51471025,AMY2B_P19961_OID20340_v1_Cardiometabolic.tar
ANG,P03950,OID20403,v1,Cardiometabolic,syn51469012,ANG_P03950_OID20403_v1_Cardiometabolic.tar
ANGPT1,Q15389,OID20740,v1,Inflammation,syn51471320,ANGPT1_Q15389_OID20740_v1_Inflammation.tar
ANGPT2,O15123,OID21463,v1,Oncology,syn51468418,ANGPT2_O15123_OID21463_v1_Oncology.tar
ANGPTL1,O95841,OID20211,v1,Cardiometabolic,syn51470490,ANGPTL1_O95841_OID20211_v1_Cardiometabolic.tar
ANGPTL2,Q9UKU9,OID20726,v1,Inflammation,syn51469585,ANGPTL2_Q9UKU9_OID20726_v1_Inflammation.tar
ANGPTL3,Q9Y5C1,OID20407,v1,Cardiometabolic,syn51468817,ANGPTL3_Q9Y5C1_OID20407_v1_Cardiometabolic.tar
ANGPTL4,Q9BY76,OID20703,v1,Inflammation,syn51468799,ANGPTL4_Q9BY76_OID20703_v1_Inflammation.tar
ANGPTL7,O43827,OID21412,v1,Oncology,syn51470124,ANGPTL7_O43827_OID21412_v1_Oncology.tar
ANK2,Q01484,OID30161,v1,Cardiometabolic_II,syn52361757,ANK2_Q01484_OID30161_v1_Cardiometabolic_II.tar
ANKMY2,Q8IV38,OID30518,v1,Inflammation_II,syn52362204,ANKMY2_Q8IV38_OID30518_v1_Inflammation_II.tar
ANKRA2,Q9H9E1,OID31173,v1,Oncology_II,syn52362006,ANKRA2_Q9H9E1_OID31173_v1_Oncology_II.tar
ANKRD54,Q6NXT1,OID21162,v1,Oncology,syn51468845,ANKRD54_Q6NXT1_OID21162_v1_Oncology.tar
ANP32C,O43423,OID30203,v1,Cardiometabolic_II,syn52361331,ANP32C_O43423_OID30203_v1_Cardiometabolic_II.tar
ANPEP,P15144,OID20350,v1,Cardiometabolic,syn51470939,ANPEP_P15144_OID20350_v1_Cardiometabolic.tar
ANXA1,P04083,OID30617,v1,Inflammation_II,syn52362680,ANXA1_P04083_OID30617_v1_Inflammation_II.tar
ANXA10,Q9UJ72,OID20886,v1,Neurology,syn51471452,ANXA10_Q9UJ72_OID20886_v1_Neurology.tar
ANXA11,P50995,OID20583,v1,Inflammation,syn51471227,ANXA11_P50995_OID20583_v1_Inflammation.tar
ANXA2,P07355,OID30263,v1,Cardiometabolic_II,syn52362565,ANXA2_P07355_OID30263_v1_Cardiometabolic_II.tar
ANXA3,P12429,OID21036,v1,Neurology,syn51469713,ANXA3_P12429_OID21036_v1_Neurology.tar
ANXA4,P09525,OID20123,v1,Cardiometabolic,syn51470805,ANXA4_P09525_OID20123_v1_Cardiometabolic.tar
ANXA5,P08758,OID20810,v1,Neurology,syn51470480,ANXA5_P08758_OID20810_v1_Neurology.tar
AOC1,P19801,OID20452,v1,Inflammation,syn51470391,AOC1_P19801_OID20452_v1_Inflammation.tar
AOC3,Q16853,OID20389,v1,Cardiometabolic,syn51470284,AOC3_Q16853_OID20389_v1_Cardiometabolic.tar
AP1G2,O75843,OID31348,v1,Oncology_II,syn52361914,AP1G2_O75843_OID31348_v1_Oncology_II.tar
AP2B1,P63010,OID30949,v1,Neurology_II,syn52362636,AP2B1_P63010_OID30949_v1_Neurology_II.tar
AP3B1,O00203,OID31478,v1,Oncology_II,syn52362134,AP3B1_O00203_OID31478_v1_Oncology_II.tar
AP3S2,P59780,OID31117,v1,Neurology_II,syn52363498,AP3S2_P59780_OID31117_v1_Neurology_II.tar
APBB1IP,Q7Z5R6,OID21359,v1,Oncology,syn51470275,APBB1IP_Q7Z5R6_OID21359_v1_Oncology.tar
APCS,P02743,OID30778,v1,Inflammation_II,syn52361407,APCS_P02743_OID30778_v1_Inflammation_II.tar
APEX1,P27695,OID21434,v1,Oncology,syn51468408,APEX1_P27695_OID21434_v1_Oncology.tar
APLP1,P51693,OID20164,v1,Cardiometabolic,syn51468816,APLP1_P51693_OID20164_v1_Cardiometabolic.tar
APOA1,P02647,OID30769,v1,Inflammation_II,syn52362862,APOA1_P02647_OID30769_v1_Inflammation_II.tar
APOA2,P02652,OID30686,v1,Inflammation_II,syn52363402,APOA2_P02652_OID30686_v1_Inflammation_II.tar
APOA4,P06727,OID30733,v1,Inflammation_II,syn52361547,APOA4_P06727_OID30733_v1_Inflammation_II.tar
APOB,P04114,OID30673,v1,Inflammation_II,syn52361466,APOB_P04114_OID30673_v1_Inflammation_II.tar
APOBR,Q0VD83,OID30246,v1,Cardiometabolic_II,syn52361839,APOBR_Q0VD83_OID30246_v1_Cardiometabolic_II.tar
APOC1,P02654,OID30749,v1,Inflammation_II,syn52361316,APOC1_P02654_OID30749_v1_Inflammation_II.tar
APOD,P05090,OID30746,v1,Inflammation_II,syn52361501,APOD_P05090_OID30746_v1_Inflammation_II.tar
APOE,P02649,OID30727,v1,Inflammation_II,syn52362532,APOE_P02649_OID30727_v1_Inflammation_II.tar
APOF,Q13790,OID30701,v1,Inflammation_II,syn52361579,APOF_Q13790_OID30701_v1_Inflammation_II.tar
APOH,P02749,OID21072,v1,Neurology,syn51471179,APOH_P02749_OID21072_v1_Neurology.tar
APOL1,O14791,OID30708,v1,Inflammation_II,syn52361624,APOL1_O14791_OID30708_v1_Inflammation_II.tar
APOM,O95445,OID20374,v1,Cardiometabolic,syn51471413,APOM_O95445_OID20374_v1_Cardiometabolic.tar
APP,P05067,OID21070,v1,Neurology,syn51470248,APP_P05067_OID21070_v1_Neurology.tar
APPL2,Q8NEU8,OID30590,v1,Inflammation_II,syn52363464,APPL2_Q8NEU8_OID30590_v1_Inflammation_II.tar
APRT,P07741,OID20927,v1,Neurology,syn51471236,APRT_P07741_OID20927_v1_Neurology.tar
ARAF,P10398,OID31260,v1,Oncology_II,syn52361543,ARAF_P10398_OID31260_v1_Oncology_II.tar
AREG,P15514,OID21357,v1,Oncology,syn51469051,AREG_P15514_OID21357_v1_Oncology.tar
ARF6,P62330,OID31523,v1,Oncology_II,syn52362092,ARF6_P62330_OID31523_v1_Oncology_II.tar
ARFIP1,P53367,OID31024,v1,Neurology_II,syn52362940,ARFIP1_P53367_OID31024_v1_Neurology_II.tar
ARG1,P05089,OID21445,v1,Oncology,syn51471288,ARG1_P05089_OID21445_v1_Oncology.tar
ARG2,P78540,OID31339,v1,Oncology_II,syn52362140,ARG2_P78540_OID31339_v1_Oncology_II.tar
ARHGAP1,Q07960,OID21202,v1,Oncology,syn51470491,ARHGAP1_Q07960_OID21202_v1_Oncology.tar
ARHGAP25,P42331,OID21255,v1,Oncology,syn51470917,ARHGAP25_P42331_OID21255_v1_Oncology.tar
ARHGAP30,Q7Z6I6,OID31336,v1,Oncology_II,syn52361644,ARHGAP30_Q7Z6I6_OID31336_v1_Oncology_II.tar
ARHGAP45,Q92619,OID30653,v1,Inflammation_II,syn52363652,ARHGAP45_Q92619_OID30653_v1_Inflammation_II.tar
ARHGAP5,Q13017,OID31190,v1,Oncology_II,syn52361437,ARHGAP5_Q13017_OID31190_v1_Oncology_II.tar
ARHGEF1,Q92888,OID31133,v1,Neurology_II,syn52362720,ARHGEF1_Q92888_OID31133_v1_Neurology_II.tar
ARHGEF10,O15013,OID30994,v1,Neurology_II,syn52361967,ARHGEF10_O15013_OID30994_v1_Neurology_II.tar
ARHGEF12,Q9NZN5,OID20554,v1,Inflammation,syn51470728,ARHGEF12_Q9NZN5_OID20554_v1_Inflammation.tar
ARHGEF5,Q12774,OID30871,v1,Neurology_II,syn52361728,ARHGEF5_Q12774_OID30871_v1_Neurology_II.tar
ARID3A,Q99856,OID30861,v1,Neurology_II,syn52362943,ARID3A_Q99856_OID30861_v1_Neurology_II.tar
ARID4B,Q4LE39,OID20803,v1,Neurology,syn51470780,ARID4B_Q4LE39_OID20803_v1_Neurology.tar
ARL13B,Q3SXY8,OID30166,v1,Cardiometabolic_II,syn52361813,ARL13B_Q3SXY8_OID30166_v1_Cardiometabolic_II.tar
ARL2BP,Q9Y2Y0,OID30121,v1,Cardiometabolic_II,syn52363385,ARL2BP_Q9Y2Y0_OID30121_v1_Cardiometabolic_II.tar
ARMCX2,Q7L311,OID30792,v1,Neurology_II,syn52362502,ARMCX2_Q7L311_OID30792_v1_Neurology_II.tar
ARNT,P27540,OID20432,v1,Inflammation,syn51469848,ARNT_P27540_OID20432_v1_Inflammation.tar
ARNTL,O00327,OID30168,v1,Cardiometabolic_II,syn52361684,ARNTL_O00327_OID30168_v1_Cardiometabolic_II.tar
ARSA,P15289,OID21138,v1,Neurology,syn51469598,ARSA_P15289_OID21138_v1_Neurology.tar
ARSB,P15848,OID21331,v1,Oncology,syn51469841,ARSB_P15848_OID21331_v1_Oncology.tar
ART3,Q13508,OID20346,v1,Cardiometabolic,syn51471285,ART3_Q13508_OID20346_v1_Cardiometabolic.tar
ART5,Q96L15,OID30828,v1,Neurology_II,syn52361647,ART5_Q96L15_OID30828_v1_Neurology_II.tar
ARTN,Q5T4W7,OID20446,v1,Inflammation,syn51469409,ARTN_Q5T4W7_OID20446_v1_Inflammation.tar
ASAH1,Q13510,OID30415,v1,Cardiometabolic_II,syn52361517,ASAH1_Q13510_OID30415_v1_Cardiometabolic_II.tar
ASAH2,Q9NR71,OID20996,v1,Neurology,syn51469010,ASAH2_Q9NR71_OID20996_v1_Neurology.tar
ASGR1,P07306,OID20990,v1,Neurology,syn51469594,ASGR1_P07306_OID20990_v1_Neurology.tar
ASGR2,P07307,OID30679,v1,Inflammation_II,syn52362449,ASGR2_P07307_OID30679_v1_Inflammation_II.tar
ASPN,Q9BXN1,OID30315,v1,Cardiometabolic_II,syn52363204,ASPN_Q9BXN1_OID30315_v1_Cardiometabolic_II.tar
ASPSCR1,Q9BZE9,OID31055,v1,Neurology_II,syn52361863,ASPSCR1_Q9BZE9_OID31055_v1_Neurology_II.tar
ASRGL1,Q7L266,OID30283,v1,Cardiometabolic_II,syn52361880,ASRGL1_Q7L266_OID30283_v1_Cardiometabolic_II.tar
ASS1,P00966,OID30170,v1,Cardiometabolic_II,syn52362030,ASS1_P00966_OID30170_v1_Cardiometabolic_II.tar
ATF2,P15336,OID20798,v1,Neurology,syn51468746,ATF2_P15336_OID20798_v1_Neurology.tar
ATF4,P18848,OID31162,v1,Oncology_II,syn52361810,ATF4_P18848_OID31162_v1_Oncology_II.tar
ATG16L1,Q676U5,OID31466,v1,Oncology_II,syn52361443,ATG16L1_Q676U5_OID31466_v1_Oncology_II.tar
ATG4A,Q8WYN0,OID21246,v1,Oncology,syn51469849,ATG4A_Q8WYN0_OID21246_v1_Oncology.tar
ATOX1,O00244,OID21476,v1,Oncology,syn51471192,ATOX1_O00244_OID21476_v1_Oncology.tar
ATP1B1,P05026,OID30124,v1,Cardiometabolic_II,syn52361457,ATP1B1_P05026_OID30124_v1_Cardiometabolic_II.tar
ATP1B2,P14415,OID30118,v1,Cardiometabolic_II,syn52361591,ATP1B2_P14415_OID30118_v1_Cardiometabolic_II.tar
ATP1B3,P54709,OID30065,v1,Cardiometabolic_II,syn52361947,ATP1B3_P54709_OID30065_v1_Cardiometabolic_II.tar
ATP1B4,Q9UN42,OID31230,v1,Oncology_II,syn52361801,ATP1B4_Q9UN42_OID31230_v1_Oncology_II.tar
ATP2B4,P23634,OID30062,v1,Cardiometabolic_II,syn52362686,ATP2B4_P23634_OID30062_v1_Cardiometabolic_II.tar
ATP5F1D,P30049,OID30079,v1,Cardiometabolic_II,syn52362948,ATP5F1D_P30049_OID30079_v1_Cardiometabolic_II.tar
ATP5IF1,Q9UII2,OID20760,v1,Inflammation,syn51470140,ATP5IF1_Q9UII2_OID20760_v1_Inflammation.tar
ATP5PO,P48047,OID20811,v1,Neurology,syn51468673,ATP5PO_P48047_OID20811_v1_Neurology.tar
ATP6AP2,O75787,OID21178,v1,Oncology,syn51471339,ATP6AP2_O75787_OID21178_v1_Oncology.tar
ATP6V1D,Q9Y5K8,OID21341,v1,Oncology,syn51470359,ATP6V1D_Q9Y5K8_OID21341_v1_Oncology.tar
ATP6V1F,Q16864,OID20843,v1,Neurology,syn51471430,ATP6V1F_Q16864_OID20843_v1_Neurology.tar
ATP6V1G1,O75348,OID30242,v1,Cardiometabolic_II,syn52362719,ATP6V1G1_O75348_OID30242_v1_Cardiometabolic_II.tar
ATP6V1G2,O95670,OID30167,v1,Cardiometabolic_II,syn52363493,ATP6V1G2_O95670_OID30167_v1_Cardiometabolic_II.tar
ATRAID,Q6UW56,OID31451,v1,Oncology_II,syn52362503,ATRAID_Q6UW56_OID31451_v1_Oncology_II.tar
ATRN,O75882-2,OID30735,v1,Inflammation_II,syn52363489,ATRN_O75882-2_OID30735_v1_Inflammation_II.tar
ATXN10,Q9UBB4,OID20865,v1,Neurology,syn51470230,ATXN10_Q9UBB4_OID20865_v1_Neurology.tar
ATXN2,Q99700,OID30850,v1,Neurology_II,syn52362430,ATXN2_Q99700_OID30850_v1_Neurology_II.tar
ATXN2L,Q8WWM7,OID30980,v1,Neurology_II,syn52363537,ATXN2L_Q8WWM7_OID30980_v1_Neurology_II.tar
ATXN3,P54252,OID31149,v1,Neurology_II,syn52361988,ATXN3_P54252_OID31149_v1_Neurology_II.tar
AXIN1,O15169,OID20582,v1,Inflammation,syn51470372,AXIN1_O15169_OID20582_v1_Inflammation.tar
