gene,uniprot,oid,version,panel,synapse_id,filename
ITIH1,P19827,OID30722,v1,Inflammation_II,syn52361879,ITIH1_P19827_OID30722_v1_Inflammation_II.tar
ITIH3,Q06033,OID20352,v1,Cardiometabolic,syn51471325,ITIH3_Q06033_OID20352_v1_Cardiometabolic.tar
ITIH4,Q14624,OID30762,v1,Inflammation_II,syn52362860,ITIH4_Q14624_OID30762_v1_Inflammation_II.tar
ITIH5,Q86UX2,OID31430,v1,Oncology_II,syn52362055,ITIH5_Q86UX2_OID31430_v1_Oncology_II.tar
ITM2A,O43736,OID20504,v1,Inflammation,syn51471415,ITM2A_O43736_OID20504_v1_Inflammation.tar
ITPA,Q9BY32,OID30082,v1,Cardiometabolic_II,syn52363583,ITPA_Q9BY32_OID30082_v1_Cardiometabolic_II.tar
ITPR1,Q14643,OID30216,v1,Cardiometabolic_II,syn52361622,ITPR1_Q14643_OID30216_v1_Cardiometabolic_II.tar
ITPRIP,Q8IWB1,OID30860,v1,Neurology_II,syn52362612,ITPRIP_Q8IWB1_OID30860_v1_Neurology_II.tar
IVD,P26440,OID20833,v1,Neurology,syn51469045,IVD_P26440_OID20833_v1_Neurology.tar
IZUMO1,Q8IYV9,OID31159,v1,Oncology_II,syn52363575,IZUMO1_Q8IYV9_OID31159_v1_Oncology_II.tar
JAM2,P57087,OID21064,v1,Neurology,syn51469391,JAM2_P57087_OID21064_v1_Neurology.tar
JAM3,Q9BX67,OID30586,v1,Inflammation_II,syn52362133,JAM3_Q9BX67_OID30586_v1_Inflammation_II.tar
JCHAIN,P01591,OID20494,v1,Inflammation,syn51469177,JCHAIN_P01591_OID20494_v1_Inflammation.tar
JMJD1C,Q15652,OID31172,v1,Oncology_II,syn52363082,JMJD1C_Q15652_OID31172_v1_Oncology_II.tar
JPT2,Q9H910,OID31520,v1,Oncology_II,syn52361871,JPT2_Q9H910_OID31520_v1_Oncology_II.tar
JUN,P05412,OID20424,v1,Inflammation,syn51469853,JUN_P05412_OID20424_v1_Inflammation.tar
KAZALD1,Q96I82,OID21339,v1,Oncology,syn51469416,KAZALD1_Q96I82_OID21339_v1_Oncology.tar
KAZN,Q674X7,OID31481,v1,Oncology_II,syn52363219,KAZN_Q674X7_OID31481_v1_Oncology_II.tar
KCNC4,Q03721,OID30813,v1,Neurology_II,syn52361927,KCNC4_Q03721_OID30813_v1_Neurology_II.tar
KCNH2,Q12809,OID30899,v1,Neurology_II,syn52362673,KCNH2_Q12809_OID30899_v1_Neurology_II.tar
KCNIP4,Q6PIL6,OID20813,v1,Neurology,syn51469668,KCNIP4_Q6PIL6_OID20813_v1_Neurology.tar
KCTD5,Q9NXV2,OID31148,v1,Neurology_II,syn52362272,KCTD5_Q9NXV2_OID31148_v1_Neurology_II.tar
KDM3A,Q9Y4C1,OID30426,v1,Inflammation_II,syn52361451,KDM3A_Q9Y4C1_OID30426_v1_Inflammation_II.tar
KDR,P35968,OID21497,v1,Oncology,syn51469474,KDR_P35968_OID21497_v1_Oncology.tar
KEL,P23276,OID20881,v1,Neurology,syn51469991,KEL_P23276_OID20881_v1_Neurology.tar
KHDC3L,Q587J8,OID31245,v1,Oncology_II,syn52363108,KHDC3L_Q587J8_OID31245_v1_Oncology_II.tar
KHK,P50053,OID30241,v1,Cardiometabolic_II,syn52361370,KHK_P50053_OID30241_v1_Cardiometabolic_II.tar
KIAA0319,Q5VV43,OID31094,v1,Neurology_II,syn52362048,KIAA0319_Q5VV43_OID31094_v1_Neurology_II.tar
KIAA1549,Q9HCM3,OID31307,v1,Oncology_II,syn52361472,KIAA1549_Q9HCM3_OID31307_v1_Oncology_II.tar
KIAA1549L,Q6ZVL6,OID31312,v1,Oncology_II,syn52361659,KIAA1549L_Q6ZVL6_OID31312_v1_Oncology_II.tar
KIAA2013,Q8IYS2,OID31392,v1,Oncology_II,syn52362522,KIAA2013_Q8IYS2_OID31392_v1_Oncology_II.tar
KIF1C,O43896,OID30163,v1,Cardiometabolic_II,syn52362905,KIF1C_O43896_OID30163_v1_Cardiometabolic_II.tar
KIF20B,Q96Q89,OID30816,v1,Neurology_II,syn52362615,KIF20B_Q96Q89_OID30816_v1_Neurology_II.tar
KIF22,Q14807,OID30175,v1,Cardiometabolic_II,syn52361831,KIF22_Q14807_OID30175_v1_Cardiometabolic_II.tar
KIFBP,Q96EK5,OID21320,v1,Oncology,syn51471360,KIFBP_Q96EK5_OID21320_v1_Oncology.tar
KIR2DL2,P43627,OID31431,v1,Oncology_II,syn52363621,KIR2DL2_P43627_OID31431_v1_Oncology_II.tar
KIR2DL3,P43628,OID21196,v1,Oncology,syn51468422,KIR2DL3_P43628_OID21196_v1_Oncology.tar
KIR2DS4,P43632,OID31432,v1,Oncology_II,syn52361446,KIR2DS4_P43632_OID31432_v1_Oncology_II.tar
KIR3DL1,P43629,OID21185,v1,Oncology,syn51469593,KIR3DL1_P43629_OID21185_v1_Oncology.tar
KIR3DL2,P43630,OID31191,v1,Oncology_II,syn52362748,KIR3DL2_P43630_OID31191_v1_Oncology_II.tar
KIRREL1,Q96J84,OID30806,v1,Neurology_II,syn52363030,KIRREL1_Q96J84_OID30806_v1_Neurology_II.tar
KIRREL2,Q6UWL6,OID20873,v1,Neurology,syn51468745,KIRREL2_Q6UWL6_OID20873_v1_Neurology.tar
KIT,P10721,OID20370,v1,Cardiometabolic,syn51470015,KIT_P10721_OID20370_v1_Cardiometabolic.tar
KITLG,P21583,OID20196,v1,Cardiometabolic,syn51468698,KITLG_P21583_OID20196_v1_Cardiometabolic.tar
KLB,Q86Z14,OID20888,v1,Neurology,syn51471271,KLB_Q86Z14_OID20888_v1_Neurology.tar
KLF4,O43474,OID30808,v1,Neurology_II,syn52363626,KLF4_O43474_OID30808_v1_Neurology_II.tar
KLHL41,O60662,OID30986,v1,Neurology_II,syn52363564,KLHL41_O60662_OID30986_v1_Neurology_II.tar
KLK1,P06870,OID21499,v1,Oncology,syn51468714,KLK1_P06870_OID21499_v1_Oncology.tar
KLK10,O43240,OID21523,v1,Oncology,syn51471006,KLK10_O43240_OID21523_v1_Oncology.tar
KLK11,Q9UBX7,OID21518,v1,Oncology,syn51468439,KLK11_Q9UBX7_OID21518_v1_Oncology.tar
KLK12,Q9UKR0,OID21201,v1,Oncology,syn51471348,KLK12_Q9UKR0_OID21201_v1_Oncology.tar
KLK13,Q9UKR3,OID21291,v1,Oncology,syn51469917,KLK13_Q9UKR3_OID21291_v1_Oncology.tar
KLK14,Q9P0G3,OID21407,v1,Oncology,syn51471337,KLK14_Q9P0G3_OID21407_v1_Oncology.tar
KLK15,Q9H2R5,OID31427,v1,Oncology_II,syn52361393,KLK15_Q9H2R5_OID31427_v1_Oncology_II.tar
KLK3,P07288,OID30364,v1,Cardiometabolic_II,syn52361924,KLK3_P07288_OID30364_v1_Cardiometabolic_II.tar
KLK4,Q9Y5K2,OID21391,v1,Oncology,syn51470040,KLK4_Q9Y5K2_OID21391_v1_Oncology.tar
KLK6,Q92876,OID21526,v1,Oncology,syn51470443,KLK6_Q92876_OID21526_v1_Oncology.tar
KLK7,P49862,OID30652,v1,Inflammation_II,syn52361507,KLK7_P49862_OID30652_v1_Inflammation_II.tar
KLK8,O60259,OID21517,v1,Oncology,syn51470627,KLK8_O60259_OID21517_v1_Oncology.tar
KLKB1,P03952,OID30760,v1,Inflammation_II,syn52361589,KLKB1_P03952_OID30760_v1_Inflammation_II.tar
KLRB1,Q12918,OID20629,v1,Inflammation,syn51469431,KLRB1_Q12918_OID20629_v1_Inflammation.tar
KLRC1,P26715,OID30855,v1,Neurology_II,syn52362576,KLRC1_P26715_OID30855_v1_Neurology_II.tar
KLRD1,Q13241,OID20632,v1,Inflammation,syn51468872,KLRD1_Q13241_OID20632_v1_Inflammation.tar
KLRF1,Q9NZS2,OID30464,v1,Inflammation_II,syn52362650,KLRF1_Q9NZS2_OID30464_v1_Inflammation_II.tar
KLRK1,P26718,OID31082,v1,Neurology_II,syn52363573,KLRK1_P26718_OID31082_v1_Neurology_II.tar
KRT14,P02533,OID20800,v1,Neurology,syn51470162,KRT14_P02533_OID20800_v1_Neurology.tar
KRT17,Q04695,OID30092,v1,Cardiometabolic_II,syn52362834,KRT17_Q04695_OID30092_v1_Cardiometabolic_II.tar
KRT18,P05783,OID21296,v1,Oncology,syn51470349,KRT18_P05783_OID21296_v1_Oncology.tar
KRT19,P08727,OID20596,v1,Inflammation,syn51470713,KRT19_P08727_OID20596_v1_Inflammation.tar
KRT5,P13647,OID20860,v1,Neurology,syn51471231,KRT5_P13647_OID20860_v1_Neurology.tar
KRT6C,P48668,OID30169,v1,Cardiometabolic_II,syn52363527,KRT6C_P48668_OID30169_v1_Cardiometabolic_II.tar
KRT8,P05787,OID30865,v1,Neurology_II,syn52363478,KRT8_P05787_OID30865_v1_Neurology_II.tar
KYAT1,Q16773,OID20232,v1,Cardiometabolic,syn51469909,KYAT1_Q16773_OID20232_v1_Cardiometabolic.tar
KYNU,Q16719,OID20669,v1,Inflammation,syn51469340,KYNU_Q16719_OID20669_v1_Inflammation.tar
L1CAM,P32004,OID21484,v1,Oncology,syn51469550,L1CAM_P32004_OID21484_v1_Oncology.tar
L3HYPDH,Q96EM0,OID30314,v1,Cardiometabolic_II,syn52363090,L3HYPDH_Q96EM0_OID30314_v1_Cardiometabolic_II.tar
LACRT,Q9GZZ8,OID31367,v1,Oncology_II,syn52362648,LACRT_Q9GZZ8_OID31367_v1_Oncology_II.tar
LACTB2,Q53H82,OID20150,v1,Cardiometabolic,syn51471322,LACTB2_Q53H82_OID20150_v1_Cardiometabolic.tar
LAG3,P18627,OID21315,v1,Oncology,syn51469160,LAG3_P18627_OID21315_v1_Oncology.tar
LAIR1,Q6GTX8,OID20737,v1,Inflammation,syn51469633,LAIR1_Q6GTX8_OID20737_v1_Inflammation.tar
LAIR2,Q6ISS4,OID20965,v1,Neurology,syn51469056,LAIR2_Q6ISS4_OID20965_v1_Neurology.tar
LAMA1,P25391,OID30057,v1,Cardiometabolic_II,syn52361627,LAMA1_P25391_OID30057_v1_Cardiometabolic_II.tar
LAMA4,Q16363,OID20769,v1,Inflammation,syn51471446,LAMA4_Q16363_OID20769_v1_Inflammation.tar
LAMB1,P07942,OID30280,v1,Cardiometabolic_II,syn52361818,LAMB1_P07942_OID30280_v1_Cardiometabolic_II.tar
LAMP1,P11279,OID30416,v1,Cardiometabolic_II,syn52361693,LAMP1_P11279_OID30416_v1_Cardiometabolic_II.tar
LAMP2,P13473,OID21035,v1,Neurology,syn51470562,LAMP2_P13473_OID21035_v1_Neurology.tar
LAMP3,Q9UQV4,OID20638,v1,Inflammation,syn51470960,LAMP3_Q9UQV4_OID20638_v1_Inflammation.tar
LAMTOR5,O43504,OID31396,v1,Oncology_II,syn52363670,LAMTOR5_O43504_OID31396_v1_Oncology_II.tar
LAP3,P28838,OID20436,v1,Inflammation,syn51470305,LAP3_P28838_OID20436_v1_Inflammation.tar
LARP1,Q6PKG0,OID31372,v1,Oncology_II,syn52362365,LARP1_Q6PKG0_OID31372_v1_Oncology_II.tar
LAT,O43561,OID20640,v1,Inflammation,syn51471462,LAT_O43561_OID20640_v1_Inflammation.tar
LAT2,Q9GZY6,OID21292,v1,Oncology,syn51470736,LAT2_Q9GZY6_OID21292_v1_Oncology.tar
LATS1,O95835,OID30523,v1,Inflammation_II,syn52362250,LATS1_O95835_OID30523_v1_Inflammation_II.tar
LAYN,Q6UX15,OID20970,v1,Neurology,syn51470137,LAYN_Q6UX15_OID20970_v1_Neurology.tar
LBP,P18428,OID20355,v1,Cardiometabolic,syn51471331,LBP_P18428_OID20355_v1_Cardiometabolic.tar
LBR,Q14739,OID21034,v1,Neurology,syn51469973,LBR_Q14739_OID21034_v1_Neurology.tar
LCAT,P04180,OID30677,v1,Inflammation_II,syn52363655,LCAT_P04180_OID30677_v1_Inflammation_II.tar
LCN15,Q6UWW0,OID31032,v1,Neurology_II,syn52362575,LCN15_Q6UWW0_OID31032_v1_Neurology_II.tar
LCN2,P80188,OID20392,v1,Cardiometabolic,syn51469558,LCN2_P80188_OID20392_v1_Cardiometabolic.tar
LCP1,P13796,OID30367,v1,Cardiometabolic_II,syn52361570,LCP1_P13796_OID30367_v1_Cardiometabolic_II.tar
LDLR,P01130,OID20240,v1,Cardiometabolic,syn51469717,LDLR_P01130_OID20240_v1_Cardiometabolic.tar
LDLRAP1,Q5SW96,OID31068,v1,Neurology_II,syn52361838,LDLRAP1_Q5SW96_OID31068_v1_Neurology_II.tar
LECT2,O14960,OID30320,v1,Cardiometabolic_II,syn52361410,LECT2_O14960_OID30320_v1_Cardiometabolic_II.tar
LEFTY2,O00292,OID21454,v1,Oncology,syn51471187,LEFTY2_O00292_OID21454_v1_Oncology.tar
LEG1,Q6P5S2,OID30608,v1,Inflammation_II,syn52362338,LEG1_Q6P5S2_OID30608_v1_Inflammation_II.tar
LELP1,Q5T871,OID30845,v1,Neurology_II,syn52362775,LELP1_Q5T871_OID30845_v1_Neurology_II.tar
LEO1,Q8WVC0,OID30991,v1,Neurology_II,syn52362597,LEO1_Q8WVC0_OID30991_v1_Neurology_II.tar
LEP,P41159,OID20187,v1,Cardiometabolic,syn51468690,LEP_P41159_OID20187_v1_Cardiometabolic.tar
LEPR,P48357,OID20128,v1,Cardiometabolic,syn51468573,LEPR_P48357_OID20128_v1_Cardiometabolic.tar
LETM1,O95202,OID31018,v1,Neurology_II,syn52361270,LETM1_O95202_OID31018_v1_Neurology_II.tar
LGALS1,P09382,OID20154,v1,Cardiometabolic,syn51469621,LGALS1_P09382_OID20154_v1_Cardiometabolic.tar
LGALS3,P17931,OID20284,v1,Cardiometabolic,syn51470186,LGALS3_P17931_OID20284_v1_Cardiometabolic.tar
LGALS3BP,Q08380,OID30765,v1,Inflammation_II,syn52363602,LGALS3BP_Q08380_OID30765_v1_Inflammation_II.tar
LGALS4,P56470,OID20748,v1,Inflammation,syn51469541,LGALS4_P56470_OID20748_v1_Inflammation.tar
LGALS7_LGALS7B,P47929,OID21406,v1,Oncology,syn51468441,LGALS7_LGALS7B_P47929_OID21406_v1_Oncology.tar
LGALS8,O00214,OID21041,v1,Neurology,syn51471143,LGALS8_O00214_OID21041_v1_Neurology.tar
LGALS9,O00182,OID20781,v1,Inflammation,syn51471230,LGALS9_O00182_OID20781_v1_Inflammation.tar
LGMN,Q99538,OID20773,v1,Inflammation,syn51468722,LGMN_Q99538_OID20773_v1_Inflammation.tar
LHB,P01229,OID21248,v1,Oncology,syn51471250,LHB_P01229_OID21248_v1_Oncology.tar
LHPP,Q9H008,OID20749,v1,Inflammation,syn51469165,LHPP_Q9H008_OID20749_v1_Inflammation.tar
LIF,P15018,OID20824,v1,Neurology,syn51468615,LIF_P15018_OID20824_v1_Neurology.tar
LIFR,P42702,OID20606,v1,Inflammation,syn51469919,LIFR_P42702_OID20606_v1_Inflammation.tar
LILRA2,Q8N149,OID21152,v1,Neurology,syn51470958,LILRA2_Q8N149_OID21152_v1_Neurology.tar
LILRA3,Q8N6C8,OID30376,v1,Cardiometabolic_II,syn52362124,LILRA3_Q8N6C8_OID30376_v1_Cardiometabolic_II.tar
LILRA4,P59901,OID30162,v1,Cardiometabolic_II,syn52362411,LILRA4_P59901_OID30162_v1_Cardiometabolic_II.tar
LILRA5,A6NI73,OID20209,v1,Cardiometabolic,syn51468712,LILRA5_A6NI73_OID20209_v1_Cardiometabolic.tar
LILRA6,Q6PI73,OID30346,v1,Cardiometabolic_II,syn52363586,LILRA6_Q6PI73_OID30346_v1_Cardiometabolic_II.tar
LILRB1,Q8NHL6,OID20323,v1,Cardiometabolic,syn51469086,LILRB1_Q8NHL6_OID20323_v1_Cardiometabolic.tar
LILRB2,Q8N423,OID20301,v1,Cardiometabolic,syn51468619,LILRB2_Q8N423_OID20301_v1_Cardiometabolic.tar
LILRB4,Q8NHJ6,OID20429,v1,Inflammation,syn51469926,LILRB4_Q8NHJ6_OID20429_v1_Inflammation.tar
LILRB5,O75023,OID20324,v1,Cardiometabolic,syn51469508,LILRB5_O75023_OID20324_v1_Cardiometabolic.tar
LIPF,P07098,OID30266,v1,Cardiometabolic_II,syn52361266,LIPF_P07098_OID30266_v1_Cardiometabolic_II.tar
LMNB1,P20700,OID31501,v1,Oncology_II,syn52361422,LMNB1_P20700_OID31501_v1_Oncology_II.tar
LMNB2,Q03252,OID31109,v1,Neurology_II,syn52362598,LMNB2_Q03252_OID31109_v1_Neurology_II.tar
LMOD1,P29536,OID30212,v1,Cardiometabolic_II,syn52363622,LMOD1_P29536_OID30212_v1_Cardiometabolic_II.tar
LMOD1,P29536,OID30547,v1,Inflammation_II,syn52362671,LMOD1_P29536_OID30547_v1_Inflammation_II.tar
LMOD1,P29536,OID31014,v1,Neurology_II,syn52362634,LMOD1_P29536_OID31014_v1_Neurology_II.tar
LMOD1,P29536,OID31416,v1,Oncology_II,syn52363004,LMOD1_P29536_OID31416_v1_Oncology_II.tar
LMOD2,Q6P5Q4,OID30864,v1,Neurology_II,syn52363387,LMOD2_Q6P5Q4_OID30864_v1_Neurology_II.tar
LONP1,P36776,OID30219,v1,Cardiometabolic_II,syn52361791,LONP1_P36776_OID30219_v1_Cardiometabolic_II.tar
LPA,P08519,OID30747,v1,Inflammation_II,syn52361776,LPA_P08519_OID30747_v1_Inflammation_II.tar
LPCAT2,Q7L5N7,OID21290,v1,Oncology,syn51470909,LPCAT2_Q7L5N7_OID21290_v1_Oncology.tar
LPL,P06858,OID20188,v1,Cardiometabolic,syn51469090,LPL_P06858_OID20188_v1_Cardiometabolic.tar
LPO,P22079,OID20963,v1,Neurology,syn51468791,LPO_P22079_OID20963_v1_Neurology.tar
LPP,Q93052,OID30190,v1,Cardiometabolic_II,syn52361503,LPP_Q93052_OID30190_v1_Cardiometabolic_II.tar
LRCH4,O75427,OID30191,v1,Cardiometabolic_II,syn52361826,LRCH4_O75427_OID30191_v1_Cardiometabolic_II.tar
LRFN2,Q9ULH4,OID30895,v1,Neurology_II,syn52362445,LRFN2_Q9ULH4_OID30895_v1_Neurology_II.tar
LRG1,P02750,OID30751,v1,Inflammation_II,syn52361353,LRG1_P02750_OID30751_v1_Inflammation_II.tar
LRIG1,Q96JA1,OID21429,v1,Oncology,syn51470141,LRIG1_Q96JA1_OID21429_v1_Oncology.tar
LRIG3,Q6UXM1,OID30450,v1,Inflammation_II,syn52361587,LRIG3_Q6UXM1_OID30450_v1_Inflammation_II.tar
LRP1,Q07954,OID21293,v1,Oncology,syn51469538,LRP1_Q07954_OID21293_v1_Oncology.tar
LRP11,Q86VZ4,OID20185,v1,Cardiometabolic,syn51471245,LRP11_Q86VZ4_OID20185_v1_Cardiometabolic.tar
LRP2,P98164,OID30960,v1,Neurology_II,syn52362011,LRP2_P98164_OID30960_v1_Neurology_II.tar
LRP2BP,Q9P2M1,OID30907,v1,Neurology_II,syn52362513,LRP2BP_Q9P2M1_OID30907_v1_Neurology_II.tar
LRPAP1,P30533,OID21059,v1,Neurology,syn51471427,LRPAP1_P30533_OID21059_v1_Neurology.tar
LRRC25,Q8N386,OID21333,v1,Oncology,syn51471390,LRRC25_Q8N386_OID21333_v1_Oncology.tar
LRRC37A2,A6NM11,OID31440,v1,Oncology_II,syn52363503,LRRC37A2_A6NM11_OID31440_v1_Oncology_II.tar
LRRC38,Q5VT99,OID30924,v1,Neurology_II,syn52363644,LRRC38_Q5VT99_OID30924_v1_Neurology_II.tar
LRRC59,Q96AG4,OID30361,v1,Cardiometabolic_II,syn52363477,LRRC59_Q96AG4_OID30361_v1_Cardiometabolic_II.tar
LRRFIP1,Q32MZ4,OID31344,v1,Oncology_II,syn52363466,LRRFIP1_Q32MZ4_OID31344_v1_Oncology_II.tar
LRRN1,Q6UXK5,OID20438,v1,Inflammation,syn51470237,LRRN1_Q6UXK5_OID20438_v1_Inflammation.tar
LRTM1,Q9HBL6,OID30906,v1,Neurology_II,syn52362607,LRTM1_Q9HBL6_OID30906_v1_Neurology_II.tar
LRTM2,Q8N967,OID31020,v1,Neurology_II,syn52362364,LRTM2_Q8N967_OID31020_v1_Neurology_II.tar
LSM1,O15116,OID21210,v1,Oncology,syn51469037,LSM1_O15116_OID21210_v1_Oncology.tar
LSM8,O95777,OID31269,v1,Oncology_II,syn52362251,LSM8_O95777_OID31269_v1_Oncology_II.tar
LSP1,P33241,OID20530,v1,Inflammation,syn51469118,LSP1_P33241_OID20530_v1_Inflammation.tar
LTA,P01374,OID20586,v1,Inflammation,syn51471381,LTA_P01374_OID20586_v1_Inflammation.tar
LTA4H,P09960,OID21452,v1,Oncology,syn51469673,LTA4H_P09960_OID21452_v1_Oncology.tar
LTB,Q06643,OID31383,v1,Oncology_II,syn52362439,LTB_Q06643_OID31383_v1_Oncology_II.tar
LTBP2,Q14767,OID20254,v1,Cardiometabolic,syn51468411,LTBP2_Q14767_OID20254_v1_Cardiometabolic.tar
LTBP3,Q9NS15,OID21191,v1,Oncology,syn51468782,LTBP3_Q9NS15_OID21191_v1_Oncology.tar
LTBR,P36941,OID20768,v1,Inflammation,syn51468616,LTBR_P36941_OID20768_v1_Inflammation.tar
LTO1,Q8WV07,OID20434,v1,Inflammation,syn51469486,LTO1_Q8WV07_OID20434_v1_Inflammation.tar
LUZP2,Q86TE4,OID31402,v1,Oncology_II,syn52362512,LUZP2_Q86TE4_OID31402_v1_Oncology_II.tar
LXN,Q9BS40,OID21003,v1,Neurology,syn51469561,LXN_Q9BS40_OID21003_v1_Neurology.tar
LY6D,Q14210,OID20708,v1,Inflammation,syn51469142,LY6D_Q14210_OID20708_v1_Inflammation.tar
LY75,O60449,OID20580,v1,Inflammation,syn51471426,LY75_O60449_OID20580_v1_Inflammation.tar
LY9,Q9HBG7,OID20670,v1,Inflammation,syn51469877,LY9_Q9HBG7_OID20670_v1_Inflammation.tar
LY96,Q9Y6Y9,OID20945,v1,Neurology,syn51471402,LY96_Q9Y6Y9_OID20945_v1_Neurology.tar
LYAR,Q9NX58,OID21264,v1,Oncology,syn51469990,LYAR_Q9NX58_OID21264_v1_Oncology.tar
LYN,P07948,OID21350,v1,Oncology,syn51468702,LYN_P07948_OID21350_v1_Oncology.tar
LYPD1,Q8N2G4,OID20821,v1,Neurology,syn51469106,LYPD1_Q8N2G4_OID20821_v1_Neurology.tar
LYPD3,O95274,OID21530,v1,Oncology,syn51468454,LYPD3_O95274_OID21530_v1_Oncology.tar
LYPD8,Q6UX82,OID21251,v1,Oncology,syn51470156,LYPD8_Q6UX82_OID21251_v1_Oncology.tar
LYPLA2,O95372,OID30817,v1,Neurology_II,syn52362217,LYPLA2_O95372_OID30817_v1_Neurology_II.tar
LYSMD3,Q7Z3D4,OID30950,v1,Neurology_II,syn52363017,LYSMD3_Q7Z3D4_OID30950_v1_Neurology_II.tar
LYVE1,Q9Y5Y7,OID30728,v1,Inflammation_II,syn52363601,LYVE1_Q9Y5Y7_OID30728_v1_Inflammation_II.tar
LYZL2,Q7Z4W2,OID31180,v1,Oncology_II,syn52362328,LYZL2_Q7Z4W2_OID31180_v1_Oncology_II.tar
LZTFL1,Q9NQ48,OID30637,v1,Inflammation_II,syn52361981,LZTFL1_Q9NQ48_OID30637_v1_Inflammation_II.tar
M6PR,P20645,OID30208,v1,Cardiometabolic_II,syn52363045,M6PR_P20645_OID30208_v1_Cardiometabolic_II.tar
MAD1L1,Q9Y6D9,OID20904,v1,Neurology,syn51468906,MAD1L1_Q9Y6D9_OID20904_v1_Neurology.tar
MAEA,Q7L5Y9,OID21206,v1,Oncology,syn51469494,MAEA_Q7L5Y9_OID21206_v1_Oncology.tar
MAG,P20916,OID30967,v1,Neurology_II,syn52363606,MAG_P20916_OID30967_v1_Neurology_II.tar
MAGEA3,P43357,OID31331,v1,Oncology_II,syn52361442,MAGEA3_P43357_OID31331_v1_Oncology_II.tar
MAGED1,Q9Y5V3,OID21181,v1,Oncology,syn51470096,MAGED1_Q9Y5V3_OID21181_v1_Oncology.tar
MAMDC2,Q7Z304,OID30309,v1,Cardiometabolic_II,syn52362492,MAMDC2_Q7Z304_OID30309_v1_Cardiometabolic_II.tar
MAMDC4,Q6UXC1,OID31342,v1,Oncology_II,syn52361390,MAMDC4_Q6UXC1_OID31342_v1_Oncology_II.tar
MAN1A2,O60476,OID30262,v1,Cardiometabolic_II,syn52362244,MAN1A2_O60476_OID30262_v1_Cardiometabolic_II.tar
MAN2B2,Q9Y2E5,OID30306,v1,Cardiometabolic_II,syn52362685,MAN2B2_Q9Y2E5_OID30306_v1_Cardiometabolic_II.tar
MANEAL,Q5VSG8,OID31244,v1,Oncology_II,syn52362156,MANEAL_Q5VSG8_OID31244_v1_Oncology_II.tar
MANF,P55145,OID20707,v1,Inflammation,syn51470058,MANF_P55145_OID20707_v1_Inflammation.tar
MANSC1,Q9H8J5,OID21492,v1,Oncology,syn51470075,MANSC1_Q9H8J5_OID21492_v1_Oncology.tar
MANSC4,A6NHS7,OID30141,v1,Cardiometabolic_II,syn52361447,MANSC4_A6NHS7_OID30141_v1_Cardiometabolic_II.tar
MAP1LC3A,Q9H492,OID30868,v1,Neurology_II,syn52361460,MAP1LC3A_Q9H492_OID30868_v1_Neurology_II.tar
MAP1LC3B2,A6NCE7,OID30074,v1,Cardiometabolic_II,syn52361893,MAP1LC3B2_A6NCE7_OID30074_v1_Cardiometabolic_II.tar
MAP2,P11137,OID31138,v1,Neurology_II,syn52362735,MAP2_P11137_OID31138_v1_Neurology_II.tar
MAP2K1,Q02750,OID31468,v1,Oncology_II,syn52363484,MAP2K1_Q02750_OID31468_v1_Oncology_II.tar
MAP2K6,P52564,OID20552,v1,Inflammation,syn51470628,MAP2K6_P52564_OID20552_v1_Inflammation.tar
MAP3K5,Q99683,OID21253,v1,Oncology,syn51469714,MAP3K5_Q99683_OID21253_v1_Oncology.tar
MAP4K5,Q9Y4K4,OID20899,v1,Neurology,syn51468747,MAP4K5_Q9Y4K4_OID20899_v1_Neurology.tar
MAPK13,O15264,OID31205,v1,Oncology_II,syn52362618,MAPK13_O15264_OID31205_v1_Oncology_II.tar
MAPK9,P45984,OID20557,v1,Inflammation,syn51470211,MAPK9_P45984_OID20557_v1_Inflammation.tar
MAPKAPK2,P49137,OID31293,v1,Oncology_II,syn52362738,MAPKAPK2_P49137_OID31293_v1_Oncology_II.tar
MAPRE3,Q9UPY8,OID31177,v1,Oncology_II,syn52361920,MAPRE3_Q9UPY8_OID31177_v1_Oncology_II.tar
MAPT,P10636,OID20830,v1,Neurology,syn51468621,MAPT_P10636_OID20830_v1_Neurology.tar
MARCO,Q9UEW3,OID20210,v1,Cardiometabolic,syn51469646,MARCO_Q9UEW3_OID20210_v1_Cardiometabolic.tar
MARS1,P56192,OID30658,v1,Inflammation_II,syn52361885,MARS1_P56192_OID30658_v1_Inflammation_II.tar
MASP1,P48740,OID20954,v1,Neurology,syn51469145,MASP1_P48740_OID20954_v1_Neurology.tar
MATN2,O00339,OID20767,v1,Inflammation,syn51470834,MATN2_O00339_OID20767_v1_Inflammation.tar
MATN3,O15232,OID20979,v1,Neurology,syn51470264,MATN3_O15232_OID20979_v1_Neurology.tar
MAVS,Q7Z434,OID21204,v1,Oncology,syn51470236,MAVS_Q7Z434_OID21204_v1_Oncology.tar
MAX,P61244,OID20877,v1,Neurology,syn51469792,MAX_P61244_OID20877_v1_Neurology.tar
MB,P02144,OID20263,v1,Cardiometabolic,syn51468641,MB_P02144_OID20263_v1_Cardiometabolic.tar
MBL2,P11226,OID30759,v1,Inflammation_II,syn52361473,MBL2_P11226_OID30759_v1_Inflammation_II.tar
MCAM,P43121,OID20343,v1,Cardiometabolic,syn51468812,MCAM_P43121_OID20343_v1_Cardiometabolic.tar
